Local time in East Boston (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,
10.04.2021 14:00,69.0,758.1,758.5,-2.8,49,Wind blowing from the east-southeast,5,,,50%, ,,,51.0,72.0,,,1500-2000,,,16.0,49.0,,,,,,,
10.04.2021 11:00,66.0,760.9,761.4,-0.5,52,Wind blowing from the west-southwest,3,,,50%, ,,,,,,,1000-1500,,,16.0,48.0,,,,,,,
10.04.2021 08:00,54.0,761.4,761.8,-1.0,69,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,48.0,59.0,,,"2500 or more, or no clouds.",,,16.0,44.0,,,,,,,
10.04.2021 05:00,48.0,762.4,762.8,-0.8,80,Wind blowing from the south-southwest,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,42.0,,,,,,,
10.04.2021 02:00,49.0,763.2,763.6,-1.0,77,Wind blowing from the south-west,4,,,70 – 80%., ,,,44.0,59.0,,,"2500 or more, or no clouds.",,,16.0,42.0,,,,,,,
09.04.2021 23:00,50.0,764.2,764.6,0.0,74,Wind blowing from the south,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,42.0,,,,,,,
09.04.2021 20:00,58.0,764.2,764.6,0.3,53,Wind blowing from the south,6,,,70 – 80%., ,,,44.0,59.0,,,"2500 or more, or no clouds.",,,16.0,41.0,,,,,,,
09.04.2021 17:00,56.0,763.9,764.5,-1.3,65,Wind blowing from the east,8,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,44.0,,,,,,,
09.04.2021 14:00,57.0,765.2,765.7,-1.6,62,Wind blowing from the east-southeast,8,,,20–30%., ,,,48.0,59.0,,,600-1000,,,16.0,44.0,,,,,,,
09.04.2021 11:00,54.0,766.8,767.2,0.5,67,Wind blowing from the east,4,,,20–30%., ,,,,,,,600-1000,,,16.0,43.0,,,,,,,
09.04.2021 08:00,49.0,766.3,766.9,0.8,80,Wind blowing from the south-east,2,,,20–30%., ,,,44.0,,,,"2500 or more, or no clouds.",,,16.0,43.0,,,,,,,
09.04.2021 05:00,45.0,765.5,766.1,0.3,80,"Calm, no wind",0,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,39.0,,,,,,,
09.04.2021 02:00,46.0,765.2,765.8,0.0,79,Wind blowing from the south-southeast,3,,,50%, ,,,45.0,55.0,,,"2500 or more, or no clouds.",,,16.0,40.0,,,,,,,
08.04.2021 23:00,46.0,765.2,765.7,0.2,83,Wind blowing from the south,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,41.0,,,,,,,
08.04.2021 20:00,48.0,765.0,765.4,0.5,77,Wind blowing from the east,4,,,20–30%., ,,,48.0,56.0,,,1000-1500,,,16.0,41.0,,,,,,,
08.04.2021 17:00,52.0,764.5,765.1,-0.2,69,Wind blowing from the east-southeast,4,,,20–30%., ,,,,,,,1000-1500,,,16.0,42.0,,,,,,,
08.04.2021 14:00,53.0,764.7,765.2,-0.3,69,Wind blowing from the east-southeast,7,,,20–30%., ,,,,56.0,,,1000-1500,,,16.0,43.0,,,,,,,
08.04.2021 11:00,54.0,765.0,765.6,0.0,67,Wind blowing from the east,5,,,20–30%., ,,,,,,,1000-1500,,,16.0,43.0,,,,,,,
08.04.2021 08:00,55.0,765.0,765.4,2.0,64,Wind blowing from the north-northeast,4,,,20–30%., ,,,48.0,58.0,,,1500-2000,,,16.0,43.0,,,,,,,
08.04.2021 05:00,54.0,763.0,763.4,0.3,67,Wind blowing from the north-northwest,3,,,100%, ,,,,,,,1000-1500,,,16.0,43.0,,,,,,,
08.04.2021 02:00,54.0,762.7,763.2,-0.3,64,Wind blowing from the west-northwest,3,,,100%, ,,,46.0,55.0,,,1500-2000,,,16.0,42.0,,,,,,,
07.04.2021 23:00,54.0,763.0,763.6,0.6,64,Wind blowing from the north-west,2,,,100%, ,,,,,,,1500-2000,,,16.0,42.0,,,,,,,
07.04.2021 20:00,49.0,762.4,763.0,0.5,74,"Calm, no wind",0,,,20–30%., ,,,46.0,58.0,,,1000-1500,,,16.0,41.0,,,,,,,
07.04.2021 17:00,54.0,761.9,762.4,0.2,67,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,,,,,600-1000,,,16.0,43.0,,,,,,,
07.04.2021 14:00,53.0,761.7,762.2,0.3,66,Wind blowing from the east,6,,,100%, ,,,50.0,58.0,,,600-1000,,,16.0,42.0,,,,,,,
07.04.2021 11:00,54.0,761.4,762.1,0.0,62,Wind blowing from the east,4,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,41.0,,,,,,,
07.04.2021 08:00,51.0,761.4,762.0,0.8,59,Wind blowing from the west-northwest,4,,,20–30%., ,,,46.0,,,,"2500 or more, or no clouds.",,,16.0,37.0,,,,,,,
07.04.2021 05:00,47.0,760.6,761.1,0.0,66,Wind blowing from the west-northwest,2,,,no clouds, ,,,,,,,,,,16.0,36.0,,,,,,,
07.04.2021 02:00,50.0,760.6,761.1,0.0,59,Wind blowing from the north-northwest,2,,,no clouds, ,,,46.0,53.0,,,,,,16.0,36.0,,,,,,,
06.04.2021 23:00,52.0,760.6,761.3,0.7,55,"Calm, no wind",0,,,100%, ,,,,,,,1500-2000,,,16.0,36.0,,,,,,,
06.04.2021 20:00,50.0,759.9,760.3,2.0,61,"Calm, no wind",0,,,70 – 80%., ,,,46.0,61.0,,,2000-2500,,,16.0,37.0,,,,,,,
06.04.2021 17:00,53.0,757.9,758.5,0.0,55,Wind blowing from the east-southeast,5,,,50%, ,,,,,,,1500-2000,,,16.0,37.0,,,,,,,
06.04.2021 14:00,55.0,757.9,758.4,-1.0,49,Wind blowing from the east-southeast,7,,,70 – 80%., ,,,48.0,61.0,,,1500-2000,,,16.0,36.0,,,,,,,
06.04.2021 11:00,56.0,758.9,759.4,0.3,44,Wind blowing from the north,5,9,,70 – 80%., ,,,,,,,1500-2000,,,16.0,34.0,,,,,,,
06.04.2021 08:00,48.0,758.6,759.2,1.3,52,Wind blowing from the north-northwest,6,9,,70 – 80%., ,,,46.0,58.0,,,1000-1500,,,16.0,31.0,,,,,,,
06.04.2021 05:00,47.0,757.3,757.9,0.2,50,Wind blowing from the north-northwest,5,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,29.0,,,,,,,
06.04.2021 02:00,47.0,757.1,757.6,-0.2,34,Wind blowing from the north-northwest,3,,,70 – 80%., ,,,47.0,55.0,,,2000-2500,,,16.0,20.0,,,,,,,
05.04.2021 23:00,52.0,757.3,757.9,0.7,28,Wind blowing from the north-west,5,9,,70 – 80%., ,,,,,,,2000-2500,,,16.0,20.0,,,,,,,
05.04.2021 20:00,55.0,756.6,757.2,1.0,28,Wind blowing from the north-northwest,8,13,,70 – 80%., ,,,47.0,58.0,,,1500-2000,,,16.0,22.0,,,,,,,
05.04.2021 17:00,57.0,755.6,756.1,0.0,29,Wind blowing from the north-west,9,14,,100%, ,,,,,,,600-1000,,,16.0,25.0,,,,,,,
05.04.2021 14:00,56.0,755.6,756.0,-1.0,24,Wind blowing from the north-northwest,6,10,,100%, ,,,47.0,56.0,,,600-1000,,,16.0,20.0,,,,,,,
05.04.2021 11:00,51.0,756.6,757.1,-0.5,28,Wind blowing from the north-northwest,9,11,,100%, ,,,,,,,1000-1500,,,16.0,19.0,,,,,,,
05.04.2021 08:00,48.0,757.1,757.6,1.0,29,Wind blowing from the north-northwest,9,14,,70 – 80%., ,,,47.0,62.0,,,1500-2000,,,16.0,17.0,,,,,,,
05.04.2021 05:00,50.0,756.1,756.7,-1.0,35,Wind blowing from the north-west,9,13,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,23.0,,,,,,,
05.04.2021 02:00,49.0,757.1,757.5,-1.5,36,Wind blowing from the west-northwest,6,,,50%, ,,,33.0,56.0,,,"2500 or more, or no clouds.",,,16.0,23.0,,,,,,,
04.04.2021 23:00,51.0,758.6,759.2,0.2,31,Wind blowing from the north-west,7,11,,no clouds, ,,,,,,,,,,16.0,21.0,,,,,,,
04.04.2021 20:00,56.0,758.4,758.8,0.5,24,Wind blowing from the north-west,8,11,,no clouds, ,,,33.0,62.0,,,,,,16.0,20.0,,,,,,,
04.04.2021 17:00,60.0,757.9,758.5,-2.3,19,Wind blowing from the west-northwest,8,13,,20–30%., ,,,,,,,2000-2500,,,16.0,17.0,,,,,,,
04.04.2021 14:00,58.0,760.2,760.8,-2.8,17,Wind blowing from the north-west,4,,,20–30%., ,,,41.0,58.0,,,"2500 or more, or no clouds.",,,16.0,13.0,,,,,,,
04.04.2021 11:00,52.0,763.0,763.5,-1.2,23,Wind blowing from the north-west,3,,,no clouds, ,,,,,,,,,,16.0,15.0,,,,,,,
04.04.2021 08:00,41.0,764.2,764.8,-0.8,33,Wind blowing from the west-northwest,3,,,20–30%., ,,,33.0,50.0,,,1500-2000,,,16.0,14.0,,,,,,,
04.04.2021 05:00,37.0,765.0,765.5,-1.0,39,Wind blowing from the north-west,2,,,no clouds, ,,,,,,,,,,16.0,14.0,,,,,,,
04.04.2021 02:00,40.0,766.0,766.3,-0.3,30,Wind blowing from the west-northwest,3,,,no clouds, ,,,,44.0,,,,,,16.0,11.0,,,,,,,
03.04.2021 23:00,44.0,766.3,766.6,0.6,27,Wind blowing from the north-west,3,,,no clouds, ,,,,,,,,,,16.0,12.0,,,,,,,
03.04.2021 20:00,44.0,765.7,766.3,0.0,43,Wind blowing from the east-northeast,2,,,20–30%., ,,,30.0,50.0,,,2000-2500,,,16.0,23.0,,,,,,,
03.04.2021 17:00,45.0,765.7,766.3,-1.3,37,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,16.0,20.0,,,,,,,
03.04.2021 14:00,47.0,767.0,767.5,-1.0,19,Wind blowing from the west,6,8,,no clouds, ,,,34.0,47.0,,,,,,16.0,6.0,,,,,,,
03.04.2021 11:00,41.0,768.0,768.7,-1.0,25,Wind blowing from the north-west,9,12,,20–30%., ,,,,,,,1000-1500,,,16.0,8.0,,,,,,,
03.04.2021 08:00,35.0,769.0,769.5,1.5,42,Wind blowing from the west-northwest,3,,,20–30%., ,,,30.0,41.0,,,1000-1500,,,16.0,14.0,,,,,,,
03.04.2021 05:00,31.0,767.5,768.1,0.3,49,Wind blowing from the north-northwest,2,,,20–30%., ,,,,,,,1500-2000,,,16.0,14.0,,,,,,,
03.04.2021 02:00,32.0,767.2,767.6,0.0,45,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,29.0,35.0,,,2000-2500,,,16.0,13.0,,,,,,,
02.04.2021 23:00,32.0,767.2,767.7,1.2,43,Wind blowing from the north-northwest,6,,,50%, ,,,,,,,1500-2000,,,16.0,12.0,,,,,,,
02.04.2021 20:00,34.0,766.0,766.4,1.8,44,Wind blowing from the north-west,7,,,70 – 80%., ,,,29.0,41.0,,,1500-2000,,,16.0,14.0,,,,,,,
02.04.2021 17:00,37.0,764.2,764.7,0.7,37,Wind blowing from the west-northwest,5,9,,100%, ,,,,,,,1500-2000,,,16.0,13.0,,,,,,,
02.04.2021 14:00,37.0,763.5,764.1,-0.4,37,Wind blowing from the west,5,,,50%, ,,,31.0,39.0,,,1500-2000,,,16.0,13.0,,,,,,,
02.04.2021 11:00,35.0,763.9,764.4,0.7,40,Wind blowing from the west-northwest,7,9,,20–30%., ,,,,,,,1000-1500,,,16.0,13.0,,,,,,,
02.04.2021 08:00,30.0,763.2,763.8,2.0,47,Wind blowing from the north-west,6,10,,20–30%., ,,,29.0,,,,1500-2000,,,16.0,12.0,,,,,,,
02.04.2021 05:00,31.0,761.2,761.8,1.5,47,Wind blowing from the north-west,7,,,20–30%., ,,,,,,,1500-2000,,,16.0,13.0,,,,,,,
02.04.2021 02:00,35.0,759.7,760.2,0.6,54,Wind blowing from the north-west,6,,,20–30%., ,,,35.0,55.0,,,"2500 or more, or no clouds.",,,16.0,20.0,,,,,,,
01.04.2021 23:00,36.0,759.1,759.6,1.8,52,Wind blowing from the north-west,10,13,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,20.0,,,,,,,
01.04.2021 20:00,40.0,757.3,757.9,2.5,58,Wind blowing from the north-west,10,15,,70 – 80%., ,,,40.0,49.0,,,600-1000,,,16.0,26.0,Trace of precipitation,6,,,,,
01.04.2021 17:00,46.0,754.8,755.2,1.2,58,Wind blowing from the west-northwest,9,12,,100%, ,,,,,,,600-1000,,,16.0,32.0,,,,,,,
01.04.2021 14:00,48.0,753.6,754.1,0.3,68,Wind blowing from the north-west,6,9,,100%, ,,,44.0,55.0,,,300-600,,,16.0,38.0,0.5,6,,,,,
01.04.2021 11:00,46.0,753.3,753.7,1.5,79,Wind blowing from the west-northwest,6,11,,100%, ,,,,,,,300-600,,,3.2,40.0,0.5,3,,,,,
01.04.2021 08:00,46.0,751.8,752.3,0.5,83,Wind blowing from the north-west,9,15,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,46.0,70.0,,,300-600,,,2.8,41.0,18.0,6,,,,,
01.04.2021 05:00,53.0,751.3,751.8,-4.3,100,Wind blowing from the north,4,,,100%,"Rain, not freezing, continuous, heavy at time of observation. ",,,,,,,200-300,,,2.4,53.0,12.0,3,,,,,
01.04.2021 02:00,54.0,755.6,756.1,-3.0,100,Wind blowing from the east,3,,,100%,"Rain, not freezing, continuous, moderate at time of observation. ",,,54.0,69.0,,,100-200,,,2.4,54.0,10.0,6,,,,,
31.03.2021 23:00,57.0,758.6,759.1,-1.6,87,Wind blowing from the south-southwest,4,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,8.0,53.0,0.3,3,,,,,
31.03.2021 20:00,60.0,760.2,760.7,-1.0,67,Wind blowing from the south-southwest,7,10,,100%, ,,,,,,,600-1000,,,16.0,49.0,,,,,,,
31.03.2021 17:00,65.0,761.2,761.6,,52,Wind blowing from the south-southwest,8,12,,100%, ,,,,,,,600-1000,,,16.0,47.0,,,,,,,
31.03.2021 11:00,64.0,765.0,765.6,-2.0,58,Wind blowing from the south-southwest,9,11,,70 – 80%., ,,,,,,,1000-1500,,,16.0,49.0,,,,,,,
31.03.2021 08:00,53.0,767.0,767.5,-0.2,83,Wind blowing from the south,6,,,70 – 80%., ,,,44.0,60.0,,,300-600,,,16.0,48.0,,,,,,,
31.03.2021 05:00,49.0,767.2,767.7,-1.6,77,Wind blowing from the south,5,,,70 – 80%., ,,,,,,,600-1000,,,16.0,42.0,,,,,,,
31.03.2021 02:00,45.0,768.8,769.3,-0.8,77,Wind blowing from the south,4,,,50%, ,,,36.0,51.0,,,"2500 or more, or no clouds.",,,16.0,38.0,,,,,,,
30.03.2021 23:00,47.0,769.6,769.9,0.0,66,Wind blowing from the south,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,36.0,,,,,,,
30.03.2021 20:00,51.0,769.6,770.0,-0.2,52,Wind blowing from the south-southwest,7,,,50%, ,,,36.0,60.0,,,"2500 or more, or no clouds.",,,16.0,34.0,,,,,,,
30.03.2021 17:00,57.0,769.8,770.2,-1.3,33,Wind blowing from the south,9,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,28.0,,,,,,,
30.03.2021 14:00,59.0,771.1,771.4,-1.5,25,Wind blowing from the south,6,,,20–30%., ,,,41.0,59.0,,,"2500 or more, or no clouds.",,,16.0,23.0,,,,,,,
30.03.2021 11:00,48.0,772.6,773.1,0.3,44,Wind blowing from the east,5,,,no clouds, ,,,,,,,,,,16.0,27.0,,,,,,,
30.03.2021 08:00,43.0,772.3,772.7,1.8,42,"Calm, no wind",0,,,no clouds, ,,,36.0,54.0,,,,,,16.0,21.0,,,,,,,
30.03.2021 05:00,39.0,770.5,771.1,1.5,48,Wind blowing from the west-northwest,3,,,no clouds, ,,,,,,,,,,16.0,21.0,,,,,,,
30.03.2021 02:00,40.0,769.0,769.6,2.0,47,Wind blowing from the south-west,4,,,no clouds, ,,,39.0,52.0,,,,,,16.0,21.0,,,,,,,
29.03.2021 23:00,45.0,767.0,767.5,3.3,27,Wind blowing from the west-northwest,4,,,no clouds, ,,,,,,,,,,16.0,13.0,,,,,,,
29.03.2021 20:00,49.0,763.7,764.3,3.5,22,Wind blowing from the west,6,,,no clouds, ,,,44.0,,,,,,,16.0,12.0,,,,,,,
29.03.2021 17:00,53.0,760.2,760.6,,22,Wind blowing from the west-northwest,9,12,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,15.0,,,,,,,
29.03.2021 11:00,50.0,753.8,754.3,3.1,36,Wind blowing from the west-northwest,15,20,,50%, ,,,,,,,1500-2000,,,16.0,24.0,,,,,,,
29.03.2021 08:00,45.0,750.7,751.2,2.5,48,Wind blowing from the west,15,20,,50%, ,,,44.0,59.0,,,1500-2000,,,16.0,26.0,,,,,,,
29.03.2021 05:00,46.0,748.2,748.6,1.2,56,Wind blowing from the west-northwest,12,16,,50%, ,,,,,,,300-600,,,16.0,31.0,,,,,,,
29.03.2021 02:00,52.0,747.0,747.5,-0.7,69,Wind blowing from the west-southwest,6,,,70 – 80%., ,,,42.0,58.0,,,1000-1500,,,16.0,42.0,5.0,6,,,,,
28.03.2021 23:00,49.0,747.7,748.3,0.7,90,Wind blowing from the west-northwest,4,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,11.0,46.0,2.0,3,,,,,
28.03.2021 20:00,58.0,747.0,747.4,-3.0,87,Wind blowing from the south-west,7,12,,100%, ,,,42.0,59.0,,,200-300,,,16.0,54.0,11.0,6,,,,,
28.03.2021 17:00,49.0,750.0,750.4,-7.6,90,Wind blowing from the south-east,5,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,2.0,46.0,10.0,3,,,,,
28.03.2021 14:00,46.0,757.6,758.1,-4.8,86,Wind blowing from the east,8,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,44.0,48.0,,,300-600,,,6.0,42.0,1.0,6,,,,,
28.03.2021 11:00,45.0,762.4,763.0,-3.3,80,Wind blowing from the east-southeast,8,,,100%, ,,,,,,,200-300,,,16.0,39.0,,,,,,,
28.03.2021 08:00,44.0,765.7,766.2,-0.3,79,Wind blowing from the east-southeast,6,,,100%, ,,,42.0,,,,300-600,,,16.0,38.0,,,,,,,
28.03.2021 05:00,43.0,766.0,766.4,-0.8,80,Wind blowing from the east-southeast,4,,,100%, ,,,,,,,1500-2000,,,16.0,37.0,,,,,,,
28.03.2021 01:00,43.0,766.8,767.3,-0.7,76,Wind blowing from the south-east,5,,,100%, ,,,43.0,52.0,,,1500-2000,,,16.0,36.0,,,,,,,
27.03.2021 22:00,43.0,767.5,767.9,1.5,80,Wind blowing from the east,5,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,37.0,,,,,,,
27.03.2021 19:00,45.0,766.0,766.4,1.5,71,Wind blowing from the east-southeast,6,,,70 – 80%., ,,,45.0,59.0,,,"2500 or more, or no clouds.",,,16.0,36.0,,,,,,,
27.03.2021 16:00,49.0,764.5,765.0,0.8,64,Wind blowing from the east,9,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,37.0,,,,,,,
27.03.2021 13:00,51.0,763.7,764.2,-0.2,56,Wind blowing from the east,7,,,no clouds, ,,,50.0,59.0,,,,,,16.0,36.0,,,,,,,
27.03.2021 10:00,55.0,763.9,764.5,0.9,42,Wind blowing from the north-west,4,,,20–30%., ,,,,,,,1500-2000,,,16.0,32.0,,,,,,,
27.03.2021 07:00,50.0,763.0,763.3,3.1,54,Wind blowing from the west-northwest,4,,,no clouds, ,,,49.0,70.0,,,,,,16.0,34.0,,,,,,,
27.03.2021 04:00,50.0,759.9,760.5,2.8,54,Wind blowing from the west-northwest,5,,,20–30%., ,,,,,,,2000-2500,,,16.0,34.0,,,,,,,
27.03.2021 01:00,52.0,757.1,757.5,3.8,53,Wind blowing from the west-northwest,7,12,,20–30%., ,,,52.0,69.0,,,2000-2500,,,16.0,35.0,,,,,,,
26.03.2021 22:00,57.0,753.3,753.9,4.1,45,Wind blowing from the west,10,20,,50%, ,,,,,,,2000-2500,,,16.0,36.0,,,,,,,
26.03.2021 19:00,62.0,749.2,749.6,1.5,73,Wind blowing from the south-west,6,,,20–30%., ,,,53.0,70.0,,,"2500 or more, or no clouds.",,,16.0,53.0,,,,,,,
26.03.2021 16:00,69.0,747.7,748.3,-2.8,68,Wind blowing from the south-west,11,16,,20–30%., ,,,,,,,600-1000,,,16.0,58.0,,,,,,,
26.03.2021 13:00,62.0,750.5,751.1,-2.8,84,Wind blowing from the south-southwest,9,11,,100%, ,,,49.0,64.0,,,200-300,,,16.0,57.0,Trace of precipitation,6,,,,,
26.03.2021 10:00,61.0,753.3,753.9,-2.8,87,Wind blowing from the south,8,12,,100%, ,,,,,,,200-300,,,16.0,57.0,Trace of precipitation,3,,,,,
26.03.2021 07:00,56.0,756.1,756.7,-2.3,93,Wind blowing from the south,6,,,100%,Mist. ,,,49.0,62.0,,,100-200,,,8.0,54.0,0.3,6,,,,,
26.03.2021 04:00,55.0,758.4,758.8,-1.3,87,Wind blowing from the west-southwest,3,,,100%, ,,,,,,,200-300,,,16.0,51.0,Trace of precipitation,3,,,,,
26.03.2021 01:00,58.0,759.7,760.1,-1.2,81,Wind blowing from the south-southwest,4,,,100%, ,,,46.0,59.0,,,"2500 or more, or no clouds.",,,16.0,52.0,,,,,,,
25.03.2021 22:00,55.0,760.9,761.4,-0.8,87,Wind blowing from the south-southwest,3,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,51.0,,,,,,,
25.03.2021 19:00,49.0,761.7,762.2,0.0,90,Wind blowing from the east-northeast,3,,,100%, ,,,46.0,62.0,,,Less than  50,,,16.0,46.0,,,,,,,
25.03.2021 16:00,59.0,761.7,762.1,-1.3,78,Wind blowing from the east-northeast,4,,,70 – 80%., ,,,,,,,300-600,,,11.0,52.0,,,,,,,
25.03.2021 13:00,58.0,763.0,763.3,-0.7,75,Wind blowing from the east-southeast,2,,,100%,Mist. ,,,47.0,62.0,,,300-600,,,4.8,50.0,0.3,6,,,,,
25.03.2021 10:00,51.0,763.7,764.1,-0.2,89,Wind blowing from the north-northeast,3,,,100%,Mist. ,,,,,,,100-200,,,1.6,48.0,0.3,3,,,,,
25.03.2021 07:00,49.0,763.9,764.5,0.7,86,"Calm, no wind",0,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,46.0,53.0,,,50-100,,,1.6,45.0,2.0,6,,,,,
25.03.2021 04:00,46.0,763.2,763.6,-1.3,89,Wind blowing from the east-northeast,3,,,100%,Mist. ,,,,,,,50-100,,,3.2,43.0,0.8,3,,,,,
25.03.2021 01:00,47.0,764.5,765.1,-1.2,86,Wind blowing from the east,3,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,40.0,50.0,,,300-600,,,9.0,43.0,1.0,6,,,,,
24.03.2021 22:00,48.0,765.7,766.2,-0.3,80,Wind blowing from the east-northeast,2,,,100%, ,,,,,,,300-600,,,16.0,42.0,,,,,,,
24.03.2021 19:00,49.0,766.0,766.5,-0.3,80,Wind blowing from the east,2,,,100%, ,,,40.0,53.0,,,"2500 or more, or no clouds.",,,16.0,43.0,,,,,,,
24.03.2021 16:00,49.0,766.3,766.8,-1.2,77,Wind blowing from the east-northeast,5,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,42.0,,,,,,,
24.03.2021 13:00,52.0,767.5,768.0,-1.0,72,Wind blowing from the east-northeast,4,,,100%, ,,,44.0,53.0,,,"2500 or more, or no clouds.",,,16.0,43.0,,,,,,,
24.03.2021 10:00,53.0,768.5,769.1,0.5,72,Wind blowing from the east,2,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,44.0,,,,,,,
24.03.2021 07:00,44.0,768.0,768.6,0.0,89,"Calm, no wind",0,,,100%, ,,,40.0,57.0,,,"2500 or more, or no clouds.",,,16.0,41.0,,,,,,,
24.03.2021 04:00,43.0,768.0,768.6,0.0,82,"Calm, no wind",0,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,38.0,,,,,,,
24.03.2021 01:00,46.0,768.0,768.6,-0.3,77,"Calm, no wind",0,,,20–30%., ,,,38.0,50.0,,,"2500 or more, or no clouds.",,,16.0,39.0,,,,,,,
23.03.2021 22:00,48.0,768.3,768.7,0.3,77,Wind blowing from the south,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,41.0,,,,,,,
23.03.2021 19:00,49.0,768.0,768.5,0.0,71,Wind blowing from the east-southeast,4,,,50%, ,,,38.0,57.0,,,"2500 or more, or no clouds.",,,16.0,40.0,,,,,,,
23.03.2021 16:00,54.0,768.0,768.4,-1.3,69,Wind blowing from the east,7,,,50%, ,,,,,,,600-1000,,,16.0,44.0,,,,,,,
23.03.2021 13:00,55.0,769.3,769.9,-1.0,64,Wind blowing from the east,6,,,20–30%., ,,,47.0,57.0,,,1000-1500,,,16.0,43.0,,,,,,,
23.03.2021 10:00,50.0,770.3,770.8,0.2,74,Wind blowing from the south-east,3,,,20–30%., ,,,,,,,100-200,,,16.0,42.0,,,,,,,
23.03.2021 07:00,47.0,770.1,770.5,,74,"Calm, no wind",0,,,70 – 80%., ,,,38.0,,,,300-600,,,16.0,39.0,,,,,,,
23.03.2021 01:00,45.0,770.1,770.5,0.0,71,"Calm, no wind",0,,,no clouds, ,,,35.0,50.0,,,,,,16.0,36.0,,,,,,,
22.03.2021 22:00,45.0,770.1,770.6,0.3,71,Wind blowing from the south,3,,,no clouds, ,,,,,,,,,,16.0,36.0,,,,,,,
22.03.2021 19:00,49.0,769.8,770.3,0.0,55,Wind blowing from the south-southeast,3,,,no clouds, ,,,35.0,58.0,,,,,,16.0,33.0,,,,,,,
22.03.2021 16:00,52.0,769.8,770.3,-1.3,55,Wind blowing from the east,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,36.0,,,,,,,
22.03.2021 13:00,54.0,771.1,771.7,-2.0,45,Wind blowing from the east,7,,,20–30%., ,,,40.0,58.0,,,"2500 or more, or no clouds.",,,16.0,33.0,,,,,,,
22.03.2021 10:00,53.0,773.1,773.5,0.0,47,Wind blowing from the south-east,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,33.0,,,,,,,
22.03.2021 07:00,40.0,773.1,773.7,0.0,77,Wind blowing from the south,3,,,20–30%., ,,,35.0,58.0,,,"2500 or more, or no clouds.",,,16.0,33.0,,,,,,,
22.03.2021 04:00,38.0,773.1,773.6,-0.2,73,Wind blowing from the south-west,4,,,no clouds, ,,,,,,,,,,16.0,30.0,,,,,,,
22.03.2021 01:00,40.0,773.3,773.8,-0.5,60,Wind blowing from the south,5,,,no clouds, ,,,36.0,49.0,,,,,,16.0,27.0,,,,,,,
21.03.2021 22:00,46.0,773.8,774.4,-0.6,40,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,16.0,23.0,,,,,,,
21.03.2021 19:00,46.0,774.4,774.9,0.6,50,Wind blowing from the south,3,,,20–30%., ,,,36.0,58.0,,,"2500 or more, or no clouds.",,,16.0,28.0,,,,,,,
21.03.2021 16:00,55.0,773.8,774.4,-0.8,34,Wind blowing from the east-southeast,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,27.0,,,,,,,
21.03.2021 13:00,54.0,774.6,775.2,-1.6,30,Wind blowing from the east,6,,,20–30%., ,,,44.0,58.0,,,"2500 or more, or no clouds.",,,16.0,23.0,,,,,,,
21.03.2021 10:00,52.0,776.2,776.6,0.6,35,Wind blowing from the south-east,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,25.0,,,,,,,
