Local time in East Boston (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,
21.03.2020 22:00,35.0,773.1,773.5,1.8,32,Wind blowing from the north,6,,,no clouds, ,,,,,,,,,,16.0,8.0,,,,,,,
21.03.2020 19:00,37.0,771.3,771.7,1.7,57,Wind blowing from the east,4,,,no clouds, ,,,37.0,47.0,,,,,,16.0,23.0,,,,,,,
21.03.2020 16:00,41.0,769.6,769.9,0.6,53,Wind blowing from the east,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,25.0,,,,,,,
21.03.2020 13:00,47.0,769.0,769.4,0.5,25,Wind blowing from the north,6,,,20–30%., ,,,38.0,54.0,,,"2500 or more, or no clouds.",,,16.0,13.0,,,,,,,
21.03.2020 10:00,41.0,768.5,769.1,2.5,41,Wind blowing from the north-northwest,7,11,,70 – 80%., ,,,,,,,1000-1500,,,16.0,19.0,,,,,,,
21.03.2020 07:00,40.0,766.0,766.4,4.3,43,Wind blowing from the north-northwest,7,13,,70 – 80%., ,,,40.0,68.0,,,600-1000,,,16.0,19.0,,,,,,,
21.03.2020 04:00,47.0,761.7,762.1,3.1,52,Wind blowing from the north-west,7,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,30.0,,,,,,,
21.03.2020 01:00,54.0,758.6,759.3,3.3,49,Wind blowing from the west-northwest,7,11,,70 – 80%., ,,,38.0,65.0,,,"2500 or more, or no clouds.",,,16.0,35.0,,,,,,,
20.03.2020 22:00,63.0,755.3,755.9,1.7,76,Wind blowing from the north-west,4,,,100%, ,,,,,,,1000-1500,,,16.0,55.0,,,,,,,
20.03.2020 19:00,65.0,753.6,754.0,0.8,73,Wind blowing from the south-west,7,,,50%, ,,,38.0,68.0,,,"2500 or more, or no clouds.",,,16.0,56.0,Trace of precipitation,6,,,,,
20.03.2020 16:00,67.0,752.8,753.2,-2.8,68,Wind blowing from the south-west,10,13,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,56.0,Trace of precipitation,3,,,,,
20.03.2020 13:00,58.0,755.6,756.1,-3.3,84,Wind blowing from the south-southwest,5,,,100%, ,,,40.0,58.0,,,300-600,,,16.0,53.0,0.3,6,,,,,
20.03.2020 10:00,48.0,758.9,759.4,-2.5,93,Wind blowing from the south-west,7,,,100%, ,,,,,,,100-200,,,14.0,46.0,0.3,3,,,,,
20.03.2020 07:00,41.0,761.4,762.0,-1.6,93,Wind blowing from the south,4,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,38.0,42.0,,,200-300,,,9.0,39.0,0.3,6,,,,,
20.03.2020 04:00,39.0,763.0,763.5,-2.7,93,Wind blowing from the south,3,,,100%,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,200-300,,,9.0,37.0,Trace of precipitation,3,,,,,
20.03.2020 01:00,39.0,765.7,766.3,-1.1,93,Wind blowing from the west-northwest,3,,,100%, ,,,39.0,41.0,,,200-300,,,16.0,37.0,Trace of precipitation,6,,,,,
19.03.2020 22:00,40.0,766.8,767.3,-0.7,93,Wind blowing from the north-northwest,4,,,100%, ,,,,,,,200-300,,,16.0,38.0,Trace of precipitation,3,,,,,
19.03.2020 19:00,41.0,767.5,767.9,-0.5,96,Wind blowing from the north,5,,,100%,"Drizzle, not freezing, continuous, slight at time of observation. ",,,39.0,42.0,,,100-200,,,2.8,40.0,0.5,6,,,,,
19.03.2020 16:00,41.0,768.0,768.6,-1.3,93,Wind blowing from the north-east,8,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,2.0,39.0,0.3,3,,,,,
19.03.2020 13:00,41.0,769.3,769.8,-1.5,96,Wind blowing from the east-northeast,9,,,100%,"Drizzle, not freezing, continuous, slight at time of observation. ",,,40.0,42.0,,,100-200,,,2.4,40.0,10.0,6,,,,,
19.03.2020 10:00,41.0,770.8,771.4,-1.3,93,Wind blowing from the east-northeast,8,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,4.8,39.0,8.0,3,,,,,
19.03.2020 07:00,40.0,772.1,772.5,-0.2,89,Wind blowing from the east-northeast,6,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,39.0,,,,1500-2000,,,9.0,37.0,4.0,6,,,,,
19.03.2020 04:00,40.0,772.3,772.8,-0.6,79,Wind blowing from the east-southeast,3,,,100%, ,,,,,,,2000-2500,,,16.0,34.0,,,,,,,
19.03.2020 01:00,40.0,772.9,773.4,-0.7,70,Wind blowing from the south,5,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,31.0,,,,,,,
18.03.2020 22:00,41.0,773.6,774.1,0.5,55,Wind blowing from the south-southwest,5,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,26.0,,,,,,,
18.03.2020 19:00,44.0,773.1,773.5,0.2,58,Wind blowing from the south,4,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,30.0,,,,,,,
18.03.2020 16:00,46.0,772.9,773.2,0.0,51,Wind blowing from the east-southeast,6,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,29.0,,,,,,,
18.03.2020 13:00,49.0,772.9,773.3,-0.7,33,Wind blowing from the east-southeast,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,21.0,,,,,,,
18.03.2020 10:00,44.0,773.6,774.1,2.0,37,Wind blowing from the west-northwest,3,,,no clouds, ,,,,,,,,,,16.0,19.0,,,,,,,
18.03.2020 07:00,38.0,771.6,772.1,2.6,52,Wind blowing from the west-northwest,4,,,20–30%., ,,,37.0,45.0,,,"2500 or more, or no clouds.",,,16.0,22.0,,,,,,,
18.03.2020 04:00,38.0,769.0,769.6,1.2,62,Wind blowing from the west-northwest,4,,,no clouds, ,,,,,,,,,,16.0,26.0,,,,,,,
18.03.2020 01:00,41.0,767.8,768.2,2.3,60,Wind blowing from the west-northwest,5,,,no clouds, ,,,,,,,,,,16.0,28.0,,,,,,,
17.03.2020 22:00,43.0,765.5,765.9,2.0,68,Wind blowing from the west,5,,,20–30%., ,,,,,,,1000-1500,,,16.0,33.0,,,,,,,
17.03.2020 19:00,41.0,763.5,763.9,1.6,89,Wind blowing from the south-southeast,2,,,100%, ,,,,,,,300-600,,,16.0,38.0,0.3,6,,,,,
17.03.2020 16:00,42.0,761.9,762.5,-2.0,92,Wind blowing from the east-northeast,3,,,100%,Mist. ,,,,,,,Less than  50,,,2.4,40.0,0.3,3,,,,,
17.03.2020 13:00,44.0,763.9,764.3,-3.1,83,Wind blowing from the south,2,,,100%, ,,,,,,,300-600,,,12.0,39.0,0.5,6,,,,,
17.03.2020 10:00,36.0,767.0,767.5,-2.0,97,Wind blowing from the south-southeast,6,,,100%, ,,,,,,,200-300,,,16.0,35.0,0.5,3,,,,,
17.03.2020 07:00,34.0,769.0,769.6,-1.5,85,Wind blowing from the south-southeast,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,300-600,,,8.0,30.0,Trace of precipitation,6,,,,,
17.03.2020 04:00,34.0,770.5,771.0,-2.6,70,Wind blowing from the south-southeast,6,,,100%, ,,,,,,,1000-1500,,,16.0,25.0,,,,,,,
17.03.2020 01:00,32.0,773.1,773.7,-2.0,69,Wind blowing from the south-east,5,,,100%, ,,,,,,,600-1000,,,16.0,23.0,,,,,,,
16.03.2020 22:00,31.0,775.1,775.7,-0.5,67,Wind blowing from the south-southeast,6,,,70 – 80%., ,,,,,,,600-1000,,,16.0,21.0,,,,,,,
16.03.2020 19:00,31.0,775.6,776.1,-0.3,64,Wind blowing from the east-southeast,7,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,20.0,,,,,,,
16.03.2020 16:00,39.0,775.9,776.4,-2.5,38,Wind blowing from the east,6,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,15.0,,,,,,,
16.03.2020 13:00,33.0,778.4,778.8,-0.3,49,Wind blowing from the east,5,,,20–30%., ,,,,,,,1500-2000,,,16.0,16.0,,,,,,,
16.03.2020 10:00,32.0,778.7,779.2,0.3,45,Wind blowing from the east-northeast,5,,,20–30%., ,,,,,,,1500-2000,,,16.0,13.0,,,,,,,
16.03.2020 07:00,26.0,778.4,778.9,1.3,44,Wind blowing from the north,5,,,20–30%., ,,,24.0,43.0,,,1500-2000,,,16.0,7.0,,,,,,,
16.03.2020 04:00,26.0,777.1,777.7,0.5,46,Wind blowing from the north,4,,,no clouds, ,,,,,,,,,,16.0,8.0,,,,,,,
16.03.2020 01:00,29.0,776.6,777.0,1.2,36,Wind blowing from the north,5,,,no clouds, ,,,29.0,41.0,,,,,,16.0,5.0,,,,,,,
15.03.2020 22:00,34.0,775.4,775.9,1.6,29,Wind blowing from the north-northwest,6,,,no clouds, ,,,,,,,,,,16.0,5.0,,,,,,,
15.03.2020 19:00,36.0,773.8,774.3,1.7,62,Wind blowing from the east,2,,,no clouds, ,,,35.0,43.0,,,,,,16.0,24.0,,,,,,,
15.03.2020 16:00,39.0,772.1,772.6,0.0,50,Wind blowing from the east,6,,,no clouds, ,,,,,,,,,,16.0,22.0,,,,,,,
15.03.2020 13:00,41.0,772.1,772.4,-0.8,35,Wind blowing from the south-east,6,,,20–30%., ,,,37.0,43.0,,,"2500 or more, or no clouds.",,,16.0,15.0,,,,,,,
15.03.2020 10:00,41.0,772.9,773.2,0.8,25,Wind blowing from the north-west,2,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,8.0,,,,,,,
15.03.2020 07:00,37.0,772.1,772.6,2.3,30,Wind blowing from the north-northwest,5,,,70 – 80%., ,,,36.0,53.0,,,"2500 or more, or no clouds.",,,16.0,8.0,,,,,,,
15.03.2020 04:00,39.0,769.8,770.3,0.0,30,Wind blowing from the north-northwest,5,10,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,10.0,,,,,,,
15.03.2020 01:00,41.0,769.8,770.4,0.8,32,Wind blowing from the north-northwest,7,11,,100%, ,,,38.0,46.0,,,"2500 or more, or no clouds.",,,16.0,13.0,,,,,,,
14.03.2020 22:00,43.0,769.0,769.5,1.2,45,Wind blowing from the west-northwest,7,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,23.0,,,,,,,
14.03.2020 19:00,47.0,767.8,768.1,2.1,37,Wind blowing from the west,7,,,100%, ,,,38.0,53.0,,,"2500 or more, or no clouds.",,,16.0,22.0,,,,,,,
14.03.2020 16:00,51.0,765.7,766.3,0.2,31,Wind blowing from the west,8,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,21.0,,,,,,,
14.03.2020 13:00,51.0,765.5,765.9,0.0,33,Wind blowing from the west,9,11,,70 – 80%., ,,,40.0,51.0,,,1500-2000,,,16.0,23.0,,,,,,,
14.03.2020 10:00,46.0,765.5,766.0,0.8,40,Wind blowing from the west,6,9,,50%, ,,,,,,,1500-2000,,,16.0,23.0,,,,,,,
14.03.2020 07:00,40.0,764.7,765.2,1.7,47,Wind blowing from the west-southwest,6,,,20–30%., ,,,38.0,62.0,,,1000-1500,,,16.0,21.0,,,,,,,
14.03.2020 04:00,40.0,763.0,763.5,0.8,49,Wind blowing from the west-southwest,7,11,,no clouds, ,,,,,,,,,,16.0,22.0,,,,,,,
14.03.2020 01:00,42.0,762.2,762.7,1.6,47,Wind blowing from the west,7,10,,no clouds, ,,,40.0,51.0,,,,,,16.0,23.0,,,,,,,
13.03.2020 22:00,46.0,760.6,761.2,3.0,40,Wind blowing from the west-northwest,10,14,,no clouds, ,,,,,,,,,,16.0,23.0,,,,,,,
13.03.2020 19:00,51.0,757.6,758.1,5.3,41,Wind blowing from the north-west,9,15,,20–30%., ,,,40.0,62.0,,,1000-1500,,,16.0,28.0,Trace of precipitation,6,,,,,
13.03.2020 16:00,60.0,752.3,752.9,-0.5,78,Wind blowing from the west-southwest,6,9,,70 – 80%., ,,,,,,,300-600,,,16.0,53.0,Trace of precipitation,3,,,,,
13.03.2020 13:00,55.0,752.8,753.2,-5.3,93,Wind blowing from the south,7,,,100%,"Drizzle, not freezing, continuous, slight at time of observation. ",,,40.0,56.0,,,300-600,,,9.0,53.0,4.0,6,,,,,
13.03.2020 10:00,48.0,758.1,758.6,-3.6,93,Wind blowing from the south-southeast,4,,,100%,Mist. ,,,,,,,300-600,,,3.2,46.0,3.0,3,,,,,
13.03.2020 07:00,43.0,761.7,762.2,-2.8,89,Wind blowing from the south-east,5,,,100%, ,,,40.0,43.0,,,300-600,,,16.0,40.0,4.0,6,,,,,
13.03.2020 04:00,40.0,764.5,765.0,-2.5,93,Wind blowing from the east,7,,,100%, ,,,,,,,200-300,,,16.0,38.0,4.0,3,,,,,
13.03.2020 01:00,40.0,767.0,767.6,-0.8,89,Wind blowing from the east-southeast,4,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,42.0,,,1500-2000,,,11.0,37.0,Trace of precipitation,6,,,,,
12.03.2020 22:00,41.0,767.8,768.1,0.0,76,Wind blowing from the south-east,4,,,100%, ,,,,,,,2000-2500,,,16.0,34.0,,,,,,,
12.03.2020 19:00,41.0,767.8,768.3,0.3,82,Wind blowing from the east,5,,,70 – 80%., ,,,34.0,43.0,,,"2500 or more, or no clouds.",,,16.0,36.0,,,,,,,
12.03.2020 16:00,42.0,767.5,767.9,0.0,76,Wind blowing from the east-northeast,6,,,100%, ,,,,,,,300-600,,,16.0,35.0,,,,,,,
12.03.2020 13:00,42.0,767.5,767.9,-0.3,79,Wind blowing from the east-northeast,5,,,100%, ,,,37.0,43.0,,,300-600,,,16.0,36.0,,,,,,,
12.03.2020 10:00,42.0,767.8,768.4,1.3,71,Wind blowing from the east-northeast,6,,,100%, ,,,,,,,300-600,,,16.0,33.0,,,,,,,
12.03.2020 07:00,37.0,766.5,767.0,1.3,65,Wind blowing from the north,3,,,70 – 80%., ,,,34.0,,,,2000-2500,,,16.0,26.0,,,,,,,
12.03.2020 04:00,35.0,765.2,765.8,0.5,42,Wind blowing from the north-northwest,4,,,20–30%., ,,,,,,,2000-2500,,,16.0,14.0,,,,,,,
12.03.2020 01:00,37.0,764.7,765.1,0.0,42,Wind blowing from the north,3,,,20–30%., ,,,37.0,57.0,,,"2500 or more, or no clouds.",,,16.0,16.0,,,,,,,
11.03.2020 22:00,41.0,764.7,765.4,0.5,79,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,,,2000-2500,,,16.0,35.0,,,,,,,
11.03.2020 19:00,41.0,764.2,764.7,1.0,73,Wind blowing from the east-southeast,2,,,100%, ,,,41.0,53.0,,,1000-1500,,,16.0,33.0,,,,,,,
11.03.2020 16:00,42.0,763.2,763.8,0.0,68,Wind blowing from the east-southeast,5,,,100%, ,,,,,,,600-1000,,,16.0,32.0,,,,,,,
11.03.2020 13:00,52.0,763.2,763.7,-1.0,31,Wind blowing from the north,4,,,70 – 80%., ,,,41.0,57.0,,,600-1000,,,16.0,22.0,,,,,,,
11.03.2020 10:00,49.0,764.2,764.7,1.0,44,Wind blowing from the north-west,6,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,28.0,,,,,,,
11.03.2020 07:00,44.0,763.2,763.8,2.6,60,Wind blowing from the north-west,4,,,20–30%., ,,,43.0,66.0,,,"2500 or more, or no clouds.",,,16.0,31.0,,,,,,,
11.03.2020 04:00,50.0,760.6,761.1,2.2,66,Wind blowing from the north-northwest,6,,,70 – 80%., ,,,,,,,600-1000,,,16.0,39.0,,,,,,,
11.03.2020 01:00,57.0,758.4,758.8,1.1,62,Wind blowing from the west-northwest,6,,,100%, ,,,40.0,60.0,,,2000-2500,,,16.0,44.0,Trace of precipitation,6,,,,,
10.03.2020 22:00,57.0,757.3,757.8,0.2,67,Wind blowing from the south-west,5,,,100%, ,,,,,,,1500-2000,,,16.0,46.0,Trace of precipitation,3,,,,,
10.03.2020 19:00,60.0,757.1,757.6,0.0,56,Wind blowing from the south-west,8,11,,70 – 80%., ,,,40.0,66.0,,,1500-2000,,,16.0,44.0,,,,,,,
10.03.2020 16:00,66.0,757.1,757.6,-2.6,40,Wind blowing from the south-west,10,15,,70 – 80%., ,,,,,,,2000-2500,,,16.0,41.0,,,,,,,
10.03.2020 13:00,42.0,759.7,760.1,-3.3,85,Wind blowing from the east-northeast,4,,,70 – 80%., ,,,40.0,56.0,,,50-100,,,12.0,38.0,,,,,,,
10.03.2020 10:00,41.0,763.0,763.4,-1.5,93,Wind blowing from the east,4,,,70 – 80%.,Mist. ,,,,,,,50-100,,,1.2,39.0,,,,,,,
10.03.2020 07:00,41.0,764.5,764.9,0.3,93,Wind blowing from the east,3,,,70 – 80%., ,,,40.0,72.0,,,"2500 or more, or no clouds.",,,12.0,39.0,,,,,,,
10.03.2020 04:00,53.0,764.2,764.6,-1.0,41,Wind blowing from the south-west,4,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,30.0,,,,,,,
10.03.2020 01:00,53.0,765.2,765.8,-0.8,43,Wind blowing from the south-west,4,,,70 – 80%., ,,,42.0,62.0,,,"2500 or more, or no clouds.",,,16.0,31.0,,,,,,,
09.03.2020 22:00,56.0,766.0,766.4,0.5,37,Wind blowing from the south-west,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,30.0,,,,,,,
09.03.2020 19:00,60.0,765.5,766.0,1.3,26,Wind blowing from the south-southwest,5,,,20–30%., ,,,42.0,72.0,,,2000-2500,,,16.0,25.0,,,,,,,
09.03.2020 16:00,71.0,764.2,764.7,-1.3,13,Wind blowing from the west-southwest,8,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,18.0,,,,,,,
09.03.2020 13:00,70.0,765.5,765.9,-2.0,16,Wind blowing from the south-west,8,,,50%, ,,,49.0,70.0,,,"2500 or more, or no clouds.",,,16.0,21.0,,,,,,,
09.03.2020 10:00,62.0,767.5,767.9,-0.5,19,Wind blowing from the west-southwest,6,11,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,19.0,,,,,,,
09.03.2020 07:00,49.0,768.0,768.7,0.2,31,Wind blowing from the west-southwest,6,,,20–30%., ,,,41.0,53.0,,,"2500 or more, or no clouds.",,,16.0,19.0,,,,,,,
09.03.2020 04:00,43.0,767.8,768.1,-0.5,49,Wind blowing from the south-west,4,,,70 – 80%., ,,,,,,,2000-2500,,,16.0,25.0,,,,,,,
09.03.2020 01:00,43.0,768.3,768.8,-0.7,45,Wind blowing from the south-west,5,,,70 – 80%., ,,,31.0,49.0,,,1500-2000,,,16.0,23.0,,,,,,,
08.03.2020 22:00,43.0,769.0,769.5,0.5,40,Wind blowing from the south-west,4,,,50%, ,,,,,,,1500-2000,,,16.0,20.0,,,,,,,
08.03.2020 19:00,50.0,768.5,768.9,0.7,29,Wind blowing from the south-west,3,,,20–30%., ,,,31.0,53.0,,,"2500 or more, or no clouds.",,,16.0,19.0,,,,,,,
08.03.2020 16:00,53.0,767.8,768.3,-0.7,21,Wind blowing from the west-southwest,6,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,14.0,,,,,,,
08.03.2020 13:00,50.0,768.5,769.0,-1.6,19,Wind blowing from the west,4,,,70 – 80%., ,,,33.0,51.0,,,1500-2000,,,16.0,9.0,,,,,,,
08.03.2020 10:00,42.0,770.1,770.6,0.0,23,Wind blowing from the west-northwest,6,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,7.0,,,,,,,
08.03.2020 07:00,33.0,770.1,770.5,0.8,32,Wind blowing from the west,4,9,,70 – 80%., ,,,31.0,45.0,,,"2500 or more, or no clouds.",,,16.0,6.0,,,,,,,
08.03.2020 04:00,33.0,769.3,769.8,-0.3,29,Wind blowing from the west,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,4.0,,,,,,,
08.03.2020 01:00,32.0,769.6,770.1,0.8,25,Wind blowing from the west-northwest,4,,,no clouds, ,,,29.0,39.0,,,,,,16.0,0.0,,,,,,,
07.03.2020 22:00,35.0,768.8,769.3,1.3,24,Wind blowing from the north-west,6,,,no clouds, ,,,,,,,,,,16.0,2.0,,,,,,,
07.03.2020 19:00,39.0,767.5,768.0,2.5,21,Wind blowing from the north-northwest,9,12,,no clouds, ,,,29.0,45.0,,,,,,16.0,2.0,,,,,,,
07.03.2020 16:00,43.0,765.0,765.4,1.5,18,Wind blowing from the north-northwest,8,12,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,2.0,,,,,,,
07.03.2020 13:00,43.0,763.5,764.0,0.3,16,Wind blowing from the north,10,14,,70 – 80%., ,,,29.0,43.0,,,600-1000,,,16.0,-1.0,,,,,,,
07.03.2020 10:00,34.0,763.2,763.6,1.8,20,Wind blowing from the north,11,15,,70 – 80%., ,,,,,,,600-1000,,,16.0,-3.0,,,,,,,
07.03.2020 07:00,29.0,761.4,761.8,2.3,26,Wind blowing from the north,9,12,,100%, ,,,29.0,44.0,,,"2500 or more, or no clouds.",,,16.0,-2.0,Trace of precipitation,6,,,,,
07.03.2020 04:00,31.0,759.1,759.5,1.0,43,Wind blowing from the north,8,14,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,11.0,Trace of precipitation,3,,,,,
